결산구분  ,기준일,펀드      ,펀드명    ,매매처명  ,당일보수  ,미지급보수
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,66,-22086801
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,45,8902557
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,51,12587837
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,463,11109352
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,88,10614685
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,36,2176767
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,88,49625980
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-133934
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,143,24304532
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,143,-462401
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,3,-151779
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241203,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,64,-22086737
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,44,8902601
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,50,12587887
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,451,11109803
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,85,10614770
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,35,2176802
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,85,49626065
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,8,-133926
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,138,24304670
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,138,-462263
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,2,-151777
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241204,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,63,-22086674
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,43,8902644
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,49,12587936
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,446,11110249
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,84,10614854
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,34,2176836
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,84,49626149
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,8,-133918
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,136,24304806
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,136,-462127
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,2,-151775
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241205,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,65,-22086609
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,44,8902688
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,50,12587986
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,460,11110709
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,86,10614940
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,35,2176871
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,86,49626235
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,8,-133910
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,139,24304945
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,139,-461988
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,2,-151773
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241206,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,65,-22086544
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,44,8902732
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,50,12588036
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,460,11111169
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,86,10615026
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,35,2176906
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,86,49626321
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,8,-133902
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,139,24305084
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,139,-461849
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,2,-151771
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241207,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,65,-22086479
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,44,8902776
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,50,12588086
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,460,11111629
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,86,10615112
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,35,2176941
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,86,49626407
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,8,-133894
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,139,24305223
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,139,-461710
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,2,-151769
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241208,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,62,-22086417
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,42,8902818
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,47,12588133
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,435,11112064
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,81,10615193
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,33,2176974
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,81,49626488
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,8,-133886
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,132,24305355
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,132,-461578
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,2,-151767
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241209,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,64,-22086353
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,44,8902862
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,50,12588183
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,452,11112516
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,85,10615278
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,35,2177009
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,85,49626573
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,8,-133878
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,138,24305493
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,138,-461440
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,2,-151765
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241210,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,68,-22086285
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,46,8902908
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,52,12588235
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,479,11112995
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,89,10615367
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,37,2177046
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,89,49626662
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-133869
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,145,24305638
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,145,-461295
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,3,-151762
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241211,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22086215
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,47,8902955
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12588289
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,493,11113488
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,92,10615459
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2177084
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,92,49626754
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-133860
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,150,24305788
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,150,-461145
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,3,-151759
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241212,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22086145
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,48,8903003
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12588343
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,496,11113984
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,93,10615552
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2177122
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,93,49626847
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-133851
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,151,24305939
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,151,-460994
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,3,-151756
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241213,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22086075
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,48,8903051
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12588397
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,496,11114480
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,93,10615645
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2177160
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,93,49626940
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-133842
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,151,24306090
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,151,-460843
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,3,-151753
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241214,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22086005
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,48,8903099
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12588451
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,496,11114976
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,93,10615738
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2177198
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,93,49627033
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-133833
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,151,24306241
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,151,-460692
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,3,-151750
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241215,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22085935
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2337578
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57952200
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,47,8903146
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12588505
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,492,11115468
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,92,10615830
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771224
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321939
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2177236
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,92,49627125
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-133824
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,150,24306391
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,150,-460542
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-379
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,3,-151747
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-5587
전기,20241216,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17688072
전기,20241217,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339139
